Product Name,Brand,Category,Sub Category,Rating,rev
Snail Truecica Miracle Toner,Some By Mi,Treatment,toner,4.6,Woohoooooooo ini salah satu toner favoritku. Cocok banget dimuka  ku yang berjerawat. Ngak tau kenapa habis pakai toner ini muka lebih terasa bersih.
Snail Truecica Miracle Serum,Some By Mi,Treatment,face-serum,4.6,"teksturnya agak kental dan lengket. ngelembabin muka, kalau untuk menghilangkan bekas jerawat kurang signifikan di akuu. tapi kalo udah habis, ngambil sisa-sisanya agak susah hehe.. ini repurchase kedua kalinya dan kali ini dapet harga lebih murah dibanding pembelian pertama (walaupun sama sama diskon). luvvvvv"
Snail Lumiwhite Night Cream,Skin Soul,Treatment,face-cream-lotion,5,"gatau gimana reviewnya. yang jelas buat aku produk² skinsoul ini produk ajaib !! bisa bikin muka bersih dari bekas jerawat, kalaupun jerawatan cepet bgt keringnya. Love bangettt deh sama skinsoul ? banyakin promonya yaaaaaa. hehe ??"
Snail Lumiwhite Face wash,Skin Soul,Treatment,face-wash,4.9,produk skinsoul semuanya the best !!! kenapa ga dari dulu ajaa ada skinsoul. Kulitku yg awalnya kering berjerawat sekarang jerawat sama bekasnya hempassss deh
Snail Lumiwhite Day Cream,Skin Soul,Treatment,face-cream-lotion,4.8,"Gatau mau cerita dari mana, yang pasti kalau produknya ga bagus gamungkin repurchase dooong ? Aku dah jatuh cinta bangettt sama produk² skinsoul, pake rangkaian glasskin series bikin bekas jerawat diwajahku memudar dan udah jarang babget jerawatan,  sekarang jadi lebih PD kalau keluar rumah dg muka polosan ?"
Snail Lumiwhite Calendula Face Toner,Skin Soul,Treatment,toner,5,"Suka bangettt pake toner dari skinsoul, membuat kulit semakin lembut dan lebih cerah dan juga membuat serum semakin cepat meresap trus gak buat kulit iritasi + aman bangettt"
Snail Bee High Content Skin,Benton,Treatment,toner,4.3,"Dari 2018 udah pake serangkaian produknya, emang udah cocok sama kulit ku. Hasilnya juga keliatan banget apa lagi pas abis bangun tidurr bam bam glowing?"
Snail Bee High Content Essence,Benton,Treatment,essence,4.4,BAGUS BANGET?Ga ada bau yg ganggu? Tekstur nya ringan pas bgt untuk essence ?Cepet nyerep?Ngaruh banget untuk bikin kulit halus pdhl baru pakai sekali?
Smoothing Serum,Elsheskin,Treatment,face-serum,4.7,"Pake ini karena kemaren sempat jerawatan akibat kurang exfo, ngeliat ingridientsnya ada Salicylic acid nya jadi tergoda buat nyobaa. alhasil jeriwinya yang kemerahan jdi ga merah lagi, tp proses nyembuhin jeriwinya agak lama sih, itu pun harus dibarengin sama pemakaian retinol jugaa. tapi texturenya enak cair gitu jadi cepet nyerapnya."
Smooth & Pure Daily Peeling Pad 30 sheet,Ariul,Treatment,toner,4.6,"Peeling toner pad terbarunya Ariul ini bisa dipakai setiap hari tapi aku lebih memilih untuk selang seling, bisa banget bantu bersihin pori-pori yang tersumbat akibat aktivitas harian. Sangat amat praktis juga buat dibawa kemana-mana."
Sliver Moon Calming Serum,Haple,Treatment,face-serum,4.7,"Selalu cocok sama Haple. Bikin jerawat cepat kering (ga tau ya kebantu sama AHA BHA toner nya juga ga) dan ga bikin aneh2 di muka sih. Selama ini bantu jadi ga jerawatan lg krn kmrn muka sempat lumayan breakout. Dapat pipetnya ga terlalu enak di sociolla, agak susah nyedot isinya. Dulu beli di e-commerce lain ga masalah"
Skin Ready Hydrating Toner,Bhumi,Treatment,toner,4.7,"pertama pakai ini karena tertarik dgn kata stres pada kulit. and i love it. teksturnya cair cenderung kental, kaya air cucian beras. tapi serius ini enak bgt, dan cukup menghidrasi di kulitku. sempat coba toner bhumi yg lain. tapi balik lagi ke ini karena lbh worth it"
Skin Ranger Mugworth + 2 Ceramide Serum,Jarte Beauty,Treatment,skincare,4.5,cocok banget dipake buat pas lagi breakout karena kandungannya yang calming dan super moisturizing. buat yang kulit sensitif dan kering cocok banget nihh
Skin Ranger Malakite+AHA+BHA Exfoliating Toner,Jarte Beauty,Treatment,toner,4.7,"ini enak sih buat exfoliasi, light juga ga bikin iritasi gatel merah atau apapun itu. kemasannya jg bagus higenis pake pumppp jadi ga repot ?? gopd job jarte teammm"
Skin Ranger Glycolic Acid + Niacinamide + Licorice + Tranexamic Acid Serum,Jarte Beauty,Treatment,skincare,4.5,"Baru pertama kalo cobain exfoliating serum, as a beginer ini gentle banget. Di aku tidak ada rasa tingling gitu, lumayan memperbaiki tekstrur wajahku."
Skin Ranger Bakuchiol Luxurious Face Oil,Jarte Beauty,Treatment,skincare,4.5,"facial oil lokal yang lumayan melembabkan tapi  ga bikin muka berminyak. harganya terjangkau, sudah pembelian kedua, belum terlihat hasilnya untuk mengurangi wrinkles, tp seneng sama efek plumpy nya"
Skin Energy Soothe Facial Serum,YOU Beauty,Treatment,face-serum,4.9,"mantep banget ini serum, harga murah, tekstur enak mudah menyerap, caiming effect nya jg mantep! tekstur nya watery, mudah diratakan & mudah menyerap, ga greasy, untuk calming jerawat aktif ok banget, packaging nya pakai box kokoh gitu cakep deh. kalau packaging botol nya ok lah. boleh dicoba, ingredients nya baru2 & ga kalah bagus sama ingredients yg udh terkenal"
Skin Energy Firm Facial Serum,YOU Beauty,Treatment,face-serum,4.5,"hydrating effectnya ada banget, wanginya calming, ringan, mudah meresap, buat harga segitu ga masalah sih. make ini kulit jadi sehat juga terus ngurangin beruntusan juga."
Skin Barrier Toner Essence,Dear Me Beauty,Treatment,toner,4.6,"aku penasaran bgt sama toner ini karena harganya murah bgt di range 60rb an, menurut ku untuk yang kulit nya super dry ini gak akan cukup menghidrasi tapi untuk combi skin kayak aku ini cukup oke, overall fungsi utamanya sebagai hydrating toner sangat worth it!!!"
Signature Original Hydrating Mist Toner,Sukin,Treatment,toner,4.5,"Sukin Original Hydrating Mist Toner ini klaimnya bener bener sesuai namanya sih, bisa menghidrasi kulit kering. Pemakainnya gampang banget tinggal semprot semprot. Teksturnya kayak air ga lengket sama sekali. Toner ini juga mengandung ekstrak bunga mawar sama Chamomile jadi adem banget pas kena kulit muka. Satu lagi yg aku suka produk ini non alkohol, non paraben juga ga ada bau menyengat jadi aman buat bumil dan busui. Bakal repurchased lagi setelah ini habisss yassh"
Shirojyun Ultimate White Essence,Hada Labo,Treatment,face-serum,4.5,"warnanya putih susu,  cepat menyerap di kulit, belum keliatan. sih efeknya ke wajah krn baru make belum ada sebulan?. suka aja kalo pake essens ini krn kulit aku yg sensitif itu jdi lebih calming rasanya."
Serum Wajah,Implora,Treatment,face-serum,4.6,yang mau coba-coba pake peeling serum wajib cobain ini karena dia gentle banget di kulit jadi aman buat yang punya kulit sensitiff. harganya juga murah terus kualitasnya juga oke.
Serum Treatment - Wajah Berjerawat,Breylee,Treatment,face-serum,4.7,"beli ini krn desperate sama breakout jerawat parah, gede2, dan sakit. krn review nya bagus2 bismillah beli deh. udah jalan 3 minggu pake, jerawat yang gede2 jadi mateng dan yang mendem2 jadi kempes. ku combine sama biobeuatylab acne care. emang masih ada jerawat2 baru yg muncul, tapi kurasa itu jerawat yang ngumpet lama trus akhirnya muncul dan mau mateng gitu. mudah2an abis ini bersih sampe ke calon2 jerawat lainnya. aamiin!"
Truwhite Brightening Face Toner,Erha,Treatment,toner,4.5,"awalnya ga berharap byk sama toner ini tp hasilnya ternyata amazing pas dipake setengah bulan muka jd lembab dan makin kinclong, bekas jerawat aku juga lama2 memudar trus second purchase dibarengin pakai serum yg ada kandungan niacinamidenya jg jd lebih maksimal cerahnya."
Truwhite Active Glow,Erha,Treatment,booster,4.5,Demi Allah kelihatan lho progressnya bun emg skincare tuh harus sabar dan tawakal kan yak makenya tp sumpah muka gue ga keling lagiiii bundaaa aaaaaa senengggg
Trial Size - Harlette Waterymelon Deep Hydration Toner,Harlette,Treatment,toner,4.6,Untuk teksturnya agak kental tapii nyerepnya cepett tenang aja bestie. wanginya maniss <33 ukurannya untuk yg ini travel friendly ???????? ouh iyya untuk price emang agak pricey dari facial washnya untuk ukuran segini tapii harga sesuai kualitas bukan?? soo tunggu apalagi ? *CHECKOUT*
Tremella Daily Hydrating Toner,BLP Beauty,Treatment,toner,4.8,Ini toner andalan yang bikin kulit kalem dan siap nerima step skincare berikutnya. Semenjak pakai ini aku gak masalah pakai toner exfo sama serum apapun jd masuk
Tremella Daily Hydrating Serum,BLP Beauty,Treatment,face-serum,4.6,"Penasaran banget sama kandungan tremella, jadi beli lah serum ini buat suami karena kulitnya dehidrasi. So far dia cocok, kulit jadi ga keliatan kering kerontang. Tekstur serumnya juga ringan dan cepat meresap. Botolnya dilengkapi dengan pump, gampang ditakar dan higienis."
Treasure Series Perfect Radiance Serum,Skinmee,Treatment,face-serum,4.9,"beli ini karena keracunan rektor vampire alias teteh hinyai dan langsung suka poll karena tekstur dan hasilnya bikin kulit plumpy, enyoy, dan bouncy ?"
Total Effects 7in1 Anti-ageing Serum,Olay,Treatment,face-serum,4.7,"Repurchase buat ibu karena sesuai dgn st beliau dan selalu cocok sama serum ini ? krn kandungannya jg ga terlalu macam-macam+ dipake bareng rangkaian olay total effect lainnya, hasilnya BAGUSSSS BANGETTTT ???"
Toner Extract It,Huxley,Treatment,toner,4.5,"Awalnya beli ini buat cowoku, tapi ends up aku pakai juga karena enak banget! Dingin, hydrating, dan bikin plump. Karena kulitku dehidrasi, aku pakai 3-5 layer toner ini, bukan karena toner ini kurang hydrating ya, tapi aku suka apply product berlapis-lapis, jadi aku memang prefer toner yang lightweight but very hydrating at the same time. Wanginya juga enak"
Time Revolution The First Essence 5X,Missha,Treatment,essence,4.7,"awalnya cobain product ini pas di offline store dan suka banget sama teksturnya, review product ini juga kebanyakan bagus dan akhirnya setelah dicoba beberapa hari ternyata bagus"
Time Revolution Night Repair Ampoule 5X,Missha,Treatment,face-serum,4.8,"cepat menyerap di kulit karna texture nya yang cairrr, melembabkan kulitt aku banget dan bikin kulit terasa lebih cerahhh setelah pake ini, packaging nya juga mewah dari kaca"
Theory of Everything Essence,Skin Game,Treatment,essence,4.6,"One of the best balancing toner if you have dehydrated skin, it replenish the moisture lost when you cleanse your face yet doesnt make it too tacky or oily. Perfect in this humidity!! Hahaha the price doesn’t hurt the pocket either"
The Radiance White Nourishing+ Serum,YOU Beauty,Treatment,face-serum,4.6,"bagus bangettttttttttttttt
udh pakai serum ini dari tahun lalu bener bener sukaaaaa bangetttttt 

lumayan ngefek mencerahkan di aku, isi nya juga banyak??"
The Radiance White Essential Toner,YOU Beauty,Treatment,toner,4.5,"baru pertama kali beli toner ini dan pake ini udh sekitar sebulanan lebih dan suka banget sama toner ini karena bikin lembap kulitku, dan juga aku merasa lebih halus kulitnya"
The Origin Ocean Booster Shot,Klavuu,Treatment,booster,4,Baru mau mencoba brand klavuu ini karena bnyk review bagus semoga cocok untuk kulit kombinasi packaging bagus dan tekstur oke bau juga ga nyengat smga ccok
The Nose Pack,Osho,Treatment,nose-pack,4.3,"Awal beli karena cari produk utk angkat komedo, tapi pas pemakaian kurang memuaskan karena pada saat menggunakannya untuk pertama kali gak ada yg terangkat & utk yg ke 2 kali & seterusnya terangkat hanya sedikit. Untuk applynya juga agak susah."
The Niacinamide 15 Serum,COSRX,Treatment,face-serum,4.7,"pertama kali cobaaa, semogaa cocok!! kandungannya juga ga tanggung2 yaahh!?
Luv bgt!!! And btw, kita bakal lihat perubahan dari produk ini karna katanya bisa nyembuhin bekas jerawat ???"
The Hyaluronic Acid 3 Serum,COSRX,Treatment,face-serum,4.7,"untuk mukaku yang lagi iritasi dan lg dehidrasi bagus tp kalo dipake rutin agak membuat bruntusan tapii untuk tingkat melembabkannya juara, but kalo mau pake moisturizer lagii untuk kukit beeminyak terlalu berat."
The Concentrate Duo Vitamin C Serum,WESTCARE,Treatment,face-serum,4.9,"Teksturnya agak kental tapi cepet meresap, bekas jerawat juga pelan2 memudar tp emang butuh wkt sih, dan muka lebih cerah, bau nya citrusy gitu jd seger"
TGIF Acne Spot Treatment Clay Cream,Bloomka,Treatment,acne-treatment-sealing-gel-cream,4.5,"sukaa bangettt buat kempesin jerawaaat, buat jerawat2 kemerahan langsung ilanggg 2/3 hari pemakaiaann ini solusi klo jerawat lg pd bandel siiii huhuhu luvvv"
Tea Tree Serum,Benton,Treatment,face-serum,4.6,Menurut aku ini serumnya enak banget di pake walaupun pumpnya agak aneh. Cuman secara overall semuanya aman2 dan serumnya enak di pake di muka. Luv ????
Tea Tree Refresh Calming Toner,Secret Key,Treatment,toner,4.5,"baunya enak, tp ga cocok sm akuuu, pdhl murah huhuu tp yasudahpaahh. semoga kalian cocokkk yg beliiiiiiii, berharap byk pdhl aku huhuu, ih bingung da nulisnapa lg"
Tea Tree Purifine 95 Essence,Dr. Ceuracle,Treatment,essence,4.6,"this is really goood! texture nya cair bgt jd super cepet nyerap ke kulit, its really good untuk hilangin bruntusan, merah2, atau jerawat di muka, ga buat purging di muka dan essence ini bantu bgt serum jadi lebih cpt bekerja, 10/10 for me, would definitely repurchase! 100% worth the price"
Tea Tree Purifine 70 Toner,Dr. Ceuracle,Treatment,toner,4.6,"Awalnya aku mau nyoba aja sih, kata temen temen aku bagus dan setelah aku searching aku beraniin nyoba kandungan yang ada tea treenya. Karena, kulit aku lagi break out beruntusan gitu setelah pake ini dia bisa banget bikin kulit aku calming dan teksturnya juga gentle tapi bikin kulit aku rada kering sih"
Tea Tree Post Blemish Corrector,Naruko,Treatment,acne-treatment-sealing-gel-cream,4.2,Wangi tea tree nya terasa banget tapi ngga ganggu sama sekali. Kemasan dan pipet botol kaca. Good. Kayaknya ada sensasi anget2 dingin pas diapply ke muka jadi melindungi jerawat gitu. Walaupun agak oil tapi ngga bikin oily dan paling penting free paraben si Naruko ini. Overall suka sama produknya Naruko. Pertahankan kualitas yaa ?
Tea Tree Blackhead Mask (Step 1),Breylee,Treatment,treatment,4.9,"ini itu pore pack terbaik, lebih hemat juga cukup seminggu sekali atau ga 2 minggu sekali sii. mana ini itu include sama kertasnya jadi lebih praktis banget"
Tea Tree Biome Blemish Cica Toner,Mediheal,Treatment,face-serum,4.7,semua produk mediheal pokoknya bagus bener bener seefektif  itu dikulit wajah aku cocok soon mau beli lagii aman banget buat kulit berjerawat dan bener bener calming
Tea Tree Biome Blemish Cica Ampoule,Mediheal,Treatment,face-serum,4.7,"Dapet ini dari socobox, pas banget dateng pas lagi ada jerawat di sekitar dagu, aku dah pake selama dua hari bener bener bagus, teksturnya cair dan cepat meresap ke kulit dan ga lengket, selama dua hari pemakaian jerawat beneran kempes dong #mediheal"
Tea Tree Bija Pro-Acne Korean Light Serum,Rojukiss,Treatment,face-serum,4.8,menurut aku yang botol gini harganya jauh lebi mahal drpd sachet isi 3/50k 8ml per sachet. sedangkan ini 100k+/30ml. lebih worth it beli yg sachet sihhh tapi serum ini emang bagus ya buat hilangin dark spot dan jerawat meradang
Tea Tree 90 Toner Pad,essenHerb,Treatment,toner,4.5,"direkomendasiin pegawai sociolla untuk kulit sensitif berjerawat seperti saya pasti cocok pakai ini. ternyata benar cocok dan sekarang lepas obat dokter. baru kali ini ketemu skincare yang cocok karena walaupun beli skincare yang viral, di aku tetep ga cocok padahal sudah pakai agak lama untuk liat efeknya. pasti saya akan beli lagi toner padnya."
Tea Tree & Lemon Facial Scrub,Sensatia Botanicals,Treatment,scrub-exfoliator,4.2,This is my Third time purchase. I Love the product. This variant is the best. It really works for my skin. The minimum 150 words criteria is annoying. What else do you want me to say!!!
SymWhite377 Dark Spot Eraser Serum,Skintific,Treatment,face-serum,4.7,"Bagus serumnya, semua produk skintific gak mahal tp oke kualitasnya, ini serum yg baru, hrsnya sih cocok ya, baru mau dicoba, hrsnya worth the price????"
Supple Preparation Unscented Toner Miniature,Dear Klairs,Treatment,toner,4.6,Nyobain ini karena “katanya” bagus banget buat ngehalusin dan ngecilin pori-pori. Dan ternyata beneran sehalus itu setelah 1minggu pemakaian. Teksturnya cukup thick utk sejenis toner tapi masih gampang meresap kok
Supple Preparation Unscented Toner,Dear Klairs,Treatment,toner,4.6,"Belakangan kulit ku berasa dehidrasi bgt. nyari2 perawatan apa yang bagus terus nemu ini. baru make sekitar seminggu dan beneran dong efek hidrasi nya berasa bgt. apalagi kemaren di combine pake masker nya klairs yg soothing mask, wuw kulit ku berasa bgt di hidrasi nya. Salah satu yg aku suka itu, menurut aku toner ini tekstur nya rada thick daripada toner yg lain, tapi nyerap nya cepat dan berasa ringan aja gitu di kulit. Terus entah ini sugesti atau apa, kulit ku jadi berasa glowing. Sukaaak"
Supple Preparation Facial Toner Miniature 30ml,Dear Klairs,Treatment,toner,4.5,"emang mau cobain toner ini dan kebetulan ada versi kecilnya jadi kalau ga cocok ya ga nyesek wkwk. Baru pake toner ini 3 hari tapi efeknya udah berasa banget, hydrating wajah, bekas jerawat juga mulai pudar, dan sedikit purging tapi cepet kering juga jerawatnya. harus repurchase yang full size nya ini"
Supple Preparation Facial Toner,Dear Klairs,Treatment,toner,4.5,"Aku tertarik beli ini karena racun tiktok, kata orang2 ini bener2 bagus banget dll dll. jdnya aku pgn cobain!! jujur aku awalnya pgn beli yg unscented tonernya, tp grgr aku belinya di sociolla store dan packagingnya bnrbnr miripp bgttt dan ga teliti.. jd aku salah ambilll, tp gpp kandungannya hampir samaa dan ini tuh + essential oil gitu deh. TAPI INI BAGUUSSSSS AAAA bnrbnr paham sih kenapa org2 blg ini bagus:"") ini tonernya super melembabkan dan bikin muka akuu aluuss??? bruntusan2 kyk GONEEE abis pake ini (pastinya dibantu sm skincare lain yah). tp kalo claim glowing dll dll aku gaterlalu ngerasain yaah. teskturnya lumayan thick gitu cmn gampang menyerapp. aku aplikasiinnya pake kapas siihh, tp agak sayang yaa krn pst kebanyakan produknya yg nyerep di kapas huu...tp overall bagus bgtttt sukakkkk! aku akan repurchase ini siihh dan kyknya akan bertahan di toner ini terus deeh. tp kyknya aku pgn cobain yg unscented tonernya deh krn penasaran + supaya bisa comparee hehe. KALIAN WAJIB COBA!"
Super Matcha Pore Tightening Toner,Some By Mi,Treatment,toner,4.5,"Belum terlalu terlihat manfaat mengecilkan pori-pori tetapu juga tidak ada efek negative ke kulitku yang sensitive dan mudah berjerawat.
Mungkin harus dipakai rutin jangka panjang baru terlihat ya."
Super Matcha Pore Tightening Serum,Some By Mi,Treatment,face-serum,4.5,aku baru beli sekitar 2 mingguan karena aku lihat reviewnya bagus2 banget. tapi di aku belum terlihat efek apa apa sih. semoga pemakaian satu bulan nanti udah terlihat efeknya
Super Aqua Ultra Hyalron Peeling Gel,Missha,Treatment,peeling,4.4,bagus banget! cuma mahal ya untung lagi diskon 50 kalo ga diskon aku gabakal beli hehe. kata mba soco nya bagus untuk mencerahkan kulit kudam semoga cocok di akuu
Sunshine Essence,Haple,Treatment,essence,4.6,"Ini produk essecense pertama yang saya pakai untuk rutinitas, beli ini karena emang mau coba bundle Sunshine nya Haple sih. Suka banget sama texture nya benar2 kerasa melembapkan ??? untuk aroma dan efek nya sih mungkin masih mengikuti booster dan lotion nya sunshine aja, semacam untuk minmax aja pakai ini essence ?"
Sunshine Booster,Haple,Treatment,booster,4.6,"Ini aku juga suka produk ini karena ngelembabin juga jadinya enak dipake, dan aku ngerasa kalo pake produk ini tuh serum agak lebih cepet kerjanya hehe"
SUN Face Serum Triple Protect Anti Wrinkle SPF50 PA+++ 40mL,Nivea,Treatment,face-serum,4.7,"sunscreen plus serumnya nivea yang varian baru ini lucu banget packingnya. ada klaim anti wrinkle nya, bisa sekaligus jadi anti aging ? ada blue light protectionnya juga, cocok bgt buat yg kerjanya dpn komputer muluu"
Whitelab Acne Toner,Whitelab,Treatment,toner,4.6,"secinta ituuu sama toner whitelab yg iniiii. baunya wangi, isinya banyakkkk, bikin wajah makin cerah jugaa dan juga melembabkan kulit. cukup sedikit aja d kapas udah bisa ngangkat sisa kotoran atau makeup juga????"
Whitelab Acne Cream,Whitelab,Treatment,acne-treatment-sealing-gel-cream,4.5,awal awal pakai iniii bener2 ngempesin jerawat bgttttt. tp gatau knp makin lama sering dipakai jd ada bekas jerawatnya gtuuuu. padahal sebelumnya gapernahhh
White-Aqua Concentrated Brightening Serum,Pixy,Treatment,face-serum,4.5,"Serum Pixy yang ini punya packaging yang cantik dan kelihatan mahal karena pakai botol kaca. Aplikatornya cukup mudah, teksturnya agak lengket dan baunya menyengat. Awalnya pasti nggak suka karena bau nya itu. Saat diaplikasikan diwajah rasanya lembab dan lama-lama kulit wajah jadi kenyal. Namun, untuk brightening masih belum ada efek."
White Truffle First Spray Serum,d'Alba,Treatment,face-serum,4.8,"baru mau coba serum ini, jarang banget serum yg sampe 100ml. dulu pernah coba yang skin1004 tapi sekarang cari yang trusted agak susah. so far gaada timbul jerawat atau apa sih setelah pake ini. semoga cocokk."
White Radiance Niacinamide + Vitamin C Super Serum,Olay,Treatment,face-serum,4.6,"Tadinya mau nunggu 2 minggu untuk kasih review, tapi ga sabar pgn sharing hehe jadi serumnya tuh warna kuning gitu, textutenya oke cpt ngeresap tapi bukan yang jadi super ngelembabin gitu, rasanya justru kaya matte gitu. Claimenya kan buat nyamarin noda hitam tapi berhubung baru pake beberapa hari jadi belum gitu keliatan hasilnya, tp so far sih nyaman dipake dan berharap bgt bakal bisa ilangin dark spot"
White Radiance Niacinamide + Hyaluronic Super Serum,Olay,Treatment,face-serum,4.1,"Botolnya bagus, pipetnya juga enak tinggal diputer tutupnya. Bikin muka lembab enak banget. Harga masih worth it sih. cuma untuk beli lagi? Masih mau coba yg lain yg kandungannya sama tapi lebih."
White Radiance Niacinamide + Cica Super Serum,Olay,Treatment,face-serum,4.9,"Baru sekali coba, dan cepat meresap di kulit? Cuma agak susah dengan pumpnya, karena bukan yang kayak pipet pada umumnya di pencet2 gitu. Dia pake yg model di tekan"
White Expert Ultimate Essence,Safi,Treatment,essence,4.3,"produk ini bikin kulit aku lebih cerah. tapi hrs sabar dan pake ya harus rutin, baru hasilnya keliatan. aku punya bekas jerawat yg hitam dan agak memudar"
White Aqua Hydra Moist Essence,Pixy,Treatment,essence,4.5,"Suka baunya, teksturnya oke sih kek air gt... pake uda beberapa bulan tapi masih awet banget ga sampe habis setengah botol hehehehehehe overall recommend guys"
Waterymelon Deep Hydration Toner,Harlette,Treatment,toner,4.6,"Waterymelon Deep Hydration Toner dari harlette ini consistencynya thick dan bener2 ngelembabin kayak essence toner dari brand2 lain. Toner ini ada fragrancenya tapi di kulit aku yang sensitif ga ada reaksi negatif apa2. Packagingnya jg lucu bgt, botolnya full pink gt hihi"
Waterymelon Deep Hydration Emulsion,Harlette,Treatment,face-serum,4.6,"ini uda purchase ke dua, enak bgt sih dan ngaruh, malah gw pernah coba gapake skincare apa apa, bener bener cuma pake harlette ini, dan bagus bagus aja"
Watermelon Hydro Glow Serum,Ariul,Treatment,face-serum,4.6,"Sudah pakai Serum ini kurang lebih 2 bulan dan suka banget sama teksturnya, wanginya juga menurut aku enak bgt plus kemasannya pas dan lucu. Really love this product!! Aku pakai untuk pagi hari sih biasanya"
Watermelon Ceramide Dew Drops,Jarkeen,Treatment,face-serum,5,"udah botol ke3 sih, aku yg jarang skincarean  cukup kebantu sma produk ini, pre serum, serum dan moisturizer jadi 1. bahkan sering skip sunscreen (ini salah). but thankyou jarkeen for making it simple"
Vitamin C Serum - Mencerahkan Wajah,Breylee,Treatment,face-serum,4.5,Sebenernya kakaku yg pake ini dan aku dah minta testimoninya?. Katanya dalam beberapa hari penggunaan uda keliatan hasilnya yaitu wajah keliatan lebih cerah? dan harganya cukup murah
Vitamin C Serum,Votre Peau,Treatment,face-serum,4.4,"Ini sudah pembelian botol ke 3 karena sebagus itu. Jadi kulitku punya kecenderungan jadi kusam kalo pake vitamin C tapi yg ini BENERAN BAGUS BANGET, ga bikin kusam sama sekali dan bekas jerawat jaman dulu bisa pudar dengan serum ini. Yeay happy me ?"
Vitamin C Radiance Serum,White Story,Treatment,face-serum,4,"Tekstur serumnya agak berat ya, kental seperti madu .. tapi untuk pengaplikasiannya mudah blend sih gpp .. isinya full itu yg utama hehheee .. harumnya soft"
"Vitamin C pour Maharis Clinic with Tranexamic Acid, Sodium Hyaluronic & Salicylic Acid",Votre Peau,Treatment,face-serum,4.6,"suka bgtttttt sama vitamin C ini! teksturnya water-based gampang bgt nyerap jd kita ga perlu tunggu terlalu lama untuk kering. Light-weight bgt untuk tipe kulit oily berasa ga pake apa apa! karna di dalemnya ada salicylic acid jd ga bikin jerawatan yg gede gitu karna kulit aku tipenya acne-prone, biasanya kalo pake vit C selalu muncul ?? warna liquid nya putih dan ga bikin kusam (ada beberapa vit C warna liquid nya kuning yg bikin kulit jd kusam saat pemakaian). Dari segi wangi liquidnya aku ga mencium bau bahan kimia sama sekali sih, justru wanginya jeruk yg enak dan ga bikin nusuk ? Beberapa hari setelah pemakaian ada purging dikit tp masih kekontrol bgt kok! aku apply vit C nya abis pake toner, kayanya gaperlu pake moisturizer lagi dehh karna hyaluronic acid nya udah nampoll bgt bikin kulit lembap dan kenyal. so far aku suka bgttttt sm vitamin C ini walaupun agak pricey yah, tapi worth it to buy!?????? packaging nya pump gitu. oh ya, jgn lupa simpen di tempat yang terhindar dari cahaya matahari ya!! biar vit C nya ga gampang teroksidasii?"
Vita C Plus Brightening Toner,Missha,Treatment,toner,4.7,"Kalau abis pake ini kulit berasa lebih lembut. Kalau kecerahan blm begitu keliatan, mungkin karna baru botol pertama jg sih. Tp enak kok di pake nya, cepat meresap jg."
Vit C Booster Serum,Jarkeen,Treatment,face-serum,5,"So far buat pemakaian baik banget, texturenya juga gak yang ganggu. Claimnya bikin wajah kusam jadi lebih cerah, aku biasa pake di malam hari. Besoknya wajah fresh, we'll see buat pemakaian selanjutnya akan aku updates ?? yang paling aku suka dia aman buat kulit sensitif"
VIT C 10% FERULIC,Kleveru,Treatment,face-serum,4.6,Beli pas flash sale jadi ngerasa isinya sedikittttt banget. Texturenya cair banget dan tidak ada perubahan apapun. Not recommended at all. Better beli yg lain.
UV Defender Serum Protector Moist & Fresh SPF50+ / PA++++,Loreal Paris,Treatment,face-serum,4.7,"Ultimate holh-grail,well it's true!! kl muka lg ngambek,ini andalanku utk bisa ngatasin beruntusan/gatel2 ato yg lainnya,mix sm produk hyalunoric ofkros hihi! udah pembelian yg ke-2,worth to try ya kl yg blm pernah pake ?"
UV Defender Serum Protector Matte & Fresh SPF50+ / PA++++,Loreal Paris,Treatment,face-serum,4.6,"Pertama kali pakai sunscreen ini karena dikasih dari socobox tapi masih kemasan lama, dan aku suka banget karena cocok di wajah sensitif. Beli lagi, kemasan udah beda dan ada beberapa formula tambahan kayaknya, tapi tetep cocok kok, buat dipake dibawah makeup juga oke"
